response_latency_ms,avg_pause_duration_ms,backspace_count,edit_intensity,cursor_corrections,first_keystroke_delay_ms,cognitive_bias_score,embodied_score,moral_reasoning_speed,response_entropy,humanity_score,agent_type
2015.5,175.3,4,0.2054,11,2299.5,2.598,0.87,7773.7,3.731,1,human
461.9,53.6,1,0.2054,1,139.5,0.449,0.308,484.0,4.058,0,llama
309.4,47.2,1,0.0266,0,111.9,0.347,0.109,408.3,4.343,0,gemini
5268.3,213.9,0,0.2556,7,2772.7,2.899,0.731,8293.1,3.505,1,human
4946.6,381.7,11,0.1763,5,2376.4,2.073,0.683,8349.3,4.321,1,human
407.5,39.0,1,0.114,2,59.7,0.086,0.338,506.9,4.282,0,gemini
6513.9,421.1,3,0.1346,5,891.9,3.239,0.718,5015.1,2.952,1,human
2980.0,426.4,9,0.4171,14,2630.4,3.131,0.848,4686.9,3.043,1,human
5169.1,417.1,8,0.5137,9,859.8,3.241,0.634,3716.9,3.437,1,human
2158.4,420.1,10,0.0741,7,1732.3,3.156,0.942,12091.6,4.1,1,human
3542.2,461.4,6,0.2282,7,1307.1,2.936,0.585,6362.3,4.325,1,human
191.5,66.3,0,0.0705,0,238.3,1.217,0.151,349.0,4.546,0,gemini
2760.4,500.9,5,0.491,3,754.0,2.985,0.895,8914.6,3.673,1,human
2799.3,1485.7,3,0.3742,10,1624.7,3.149,0.811,5062.7,5.221,1,human
3517.7,908.2,5,0.2471,8,883.5,3.277,0.767,11846.2,4.65,1,human
4772.3,292.9,13,0.546,4,910.2,3.041,0.676,7016.9,2.904,1,human
4228.8,286.8,14,0.3373,6,500.5,2.722,0.629,4559.1,3.286,1,human
976.1,50.4,1,0.4404,0,151.7,1.228,0.119,635.1,3.714,0,llama
6577.1,155.0,8,0.1144,15,2013.4,3.219,0.888,5321.1,4.086,1,human
8433.5,394.6,2,0.3036,10,1886.4,3.218,0.72,6474.7,3.888,1,human
8798.4,358.6,5,0.2588,11,1620.7,2.532,0.804,9488.8,4.425,1,human
275.1,56.1,0,0.2391,1,64.6,1.603,0.289,313.5,4.253,0,gemini
2630.9,371.9,4,0.2215,10,862.9,1.784,0.551,3534.5,3.041,1,human
3975.6,1097.5,10,0.1797,11,1224.5,2.358,0.83,10738.1,3.943,1,human
11754.3,444.9,1,0.1268,7,1666.9,3.133,0.793,5335.4,3.877,1,human
3437.0,422.5,3,0.246,10,937.4,2.624,0.8,5854.7,4.835,1,human
434.8,93.3,1,0.0507,2,84.6,0.555,0.357,572.3,4.387,0,gemini
2365.7,332.4,8,0.4101,11,989.3,3.521,0.907,4957.8,4.165,1,human
232.2,50.5,0,0.1201,3,73.3,0.301,0.297,617.3,4.355,0,gpt4
289.1,63.2,1,0.0512,1,106.8,0.924,0.384,525.5,4.016,0,gpt4
395.8,36.7,1,0.0222,1,56.1,0.581,0.484,596.9,3.796,0,gemini
5750.3,329.9,10,0.0874,7,347.8,3.146,0.64,3678.5,2.952,1,human
4383.9,505.0,4,0.2066,7,907.9,2.675,0.607,6439.2,4.707,1,human
4576.9,320.1,1,0.2405,5,1458.5,2.32,0.679,9713.1,3.909,1,human
412.7,65.3,1,0.0294,4,88.3,1.51,0.332,812.5,4.715,0,claude
1579.1,309.3,9,0.4766,7,2185.7,3.002,0.798,6286.5,3.965,1,human
521.8,48.0,1,0.4846,0,115.7,1.041,0.048,301.7,4.351,0,llama
501.3,61.4,0,0.1074,0,121.2,0.536,0.164,646.4,3.984,0,gemini
304.9,64.1,1,0.0728,1,175.0,0.752,0.315,457.2,4.035,0,mistral
4454.8,2096.1,7,0.1408,8,1597.3,2.084,0.791,7858.3,4.941,1,human
3086.4,270.1,5,0.2521,7,1007.1,1.717,0.939,5307.6,3.245,1,human
3065.0,647.5,17,0.2273,7,916.7,3.004,0.735,13106.4,3.231,1,human
5475.1,204.8,7,0.2335,8,603.8,2.898,0.888,6203.5,2.908,1,human
4912.6,267.7,7,0.3835,7,929.9,3.193,0.925,8437.4,4.564,1,human
219.4,85.1,0,0.0404,1,112.3,0.483,0.056,795.8,4.526,0,claude
284.9,107.0,1,0.0238,0,165.5,0.255,0.334,526.4,3.934,0,gemini
4501.0,1885.7,5,0.5342,7,438.6,2.613,0.743,3111.3,3.907,1,human
213.9,72.4,0,0.0249,1,84.2,0.586,0.209,496.4,4.324,0,claude
497.0,62.3,1,0.0197,0,111.0,1.282,0.191,695.9,4.276,0,llama
3093.7,585.3,14,0.4597,7,600.1,2.638,0.839,7565.0,3.302,1,human
3086.7,459.1,7,0.4985,13,2073.9,2.429,0.74,3770.5,3.694,1,human
3546.5,1263.4,12,0.4616,3,126.6,3.446,0.659,6559.4,2.766,1,human
542.3,78.6,0,0.0778,0,181.5,1.736,0.099,300.0,4.505,0,gemini
4116.6,249.6,7,0.0181,8,2195.0,3.239,0.707,5970.1,3.091,1,human
2096.0,171.4,6,0.2659,7,1351.9,3.441,0.844,10466.6,4.914,1,human
3182.5,450.0,4,0.3238,7,1414.6,2.355,0.789,5431.3,3.56,1,human
671.1,57.3,3,0.3679,3,151.7,0.92,0.336,793.0,4.539,0,gpt4
4050.1,318.8,11,0.2215,4,957.8,2.967,0.814,2261.7,3.572,1,human
2555.5,306.1,10,0.4797,2,1731.7,1.586,0.788,2123.0,2.871,1,human
2122.2,2069.2,14,0.2435,6,3086.5,2.874,0.643,3279.2,4.16,1,human
252.0,134.8,1,0.0682,0,133.3,1.142,0.107,404.5,4.566,0,gpt4
3118.1,182.9,4,0.1202,4,2499.0,2.959,0.894,8892.0,3.08,1,human
3667.2,342.5,12,0.4021,7,1107.5,2.662,0.76,5115.5,4.13,1,human
7198.2,439.4,8,0.3546,7,947.7,2.332,0.614,13571.8,3.545,1,human
539.7,62.9,2,0.049,1,77.8,0.153,0.222,651.2,4.367,0,mistral
4166.8,644.3,8,0.1507,4,1021.2,3.477,0.82,11442.7,3.513,1,human
266.2,57.0,0,0.0291,0,300.6,0.22,0.194,426.6,4.548,0,claude
5413.0,566.7,12,0.1237,11,5075.2,1.534,0.867,4707.2,3.672,1,human
4225.3,503.0,9,0.2232,6,2267.0,2.495,0.876,13542.2,4.507,1,human
256.1,51.3,0,0.0986,0,160.1,0.508,0.232,439.3,4.673,0,claude
267.9,51.9,0,0.0782,1,141.3,0.939,0.215,717.7,4.835,0,claude
323.6,93.0,0,0.0364,2,140.4,0.409,0.056,485.8,4.594,0,claude
191.4,64.0,3,0.0202,2,70.1,0.318,0.39,444.2,4.532,0,gpt4
104.2,69.6,1,0.0298,2,158.1,0.141,0.328,493.4,3.963,0,gpt4
3635.4,374.6,10,0.4468,7,828.1,2.41,0.678,11452.3,3.795,1,human
347.4,87.2,0,0.1481,2,210.2,0.205,0.16,469.1,4.172,0,claude
5741.5,598.6,1,0.4386,12,1114.0,3.54,0.79,11533.0,3.586,1,human
185.5,103.7,1,0.1719,2,62.5,2.357,0.215,375.9,4.794,0,llama
3814.2,292.6,3,0.2826,9,2714.6,3.05,0.82,8696.0,2.985,1,human
10054.0,480.7,5,0.3543,8,1190.6,2.953,0.849,11814.0,3.917,1,human
2727.4,137.0,9,0.2409,7,1015.3,3.362,0.845,4465.6,3.248,1,human
271.2,60.3,1,0.1276,1,81.0,0.239,0.334,313.2,4.651,0,claude
344.9,52.2,0,0.0408,1,169.7,1.52,0.138,925.3,4.162,0,llama
2741.7,224.1,11,0.3209,11,2074.3,2.94,0.856,4027.1,3.747,1,human
1868.6,193.7,21,0.4389,10,1471.8,2.886,0.509,5604.4,4.175,1,human
1085.9,341.3,10,0.3226,8,1420.2,2.398,0.625,9122.7,4.084,1,human
533.5,47.6,4,0.0883,0,67.3,0.527,0.17,741.2,4.235,0,mistral
301.1,73.7,1,0.0631,1,250.5,0.222,0.49,559.3,4.111,0,claude
6393.8,543.8,7,0.2503,10,546.1,2.595,0.852,7252.8,2.96,1,human
294.0,65.2,1,0.0675,1,106.5,0.646,0.184,473.3,4.185,0,gpt4
4250.1,438.6,2,0.3073,9,2961.0,3.239,0.576,9966.3,4.479,1,human
3654.9,308.7,12,0.1775,6,1217.6,3.461,0.563,5998.6,3.79,1,human
4263.5,625.4,4,0.1374,12,1600.8,3.174,0.752,3466.6,3.589,1,human
2537.5,151.2,7,0.1131,6,792.3,2.85,0.686,7043.3,3.119,1,human
4947.9,315.5,8,0.0554,18,1799.0,2.508,0.614,15804.3,3.95,1,human
5201.1,392.1,6,0.0171,8,383.0,2.038,0.864,5674.3,4.663,1,human
254.3,77.5,2,0.0657,1,114.7,0.894,0.055,617.7,4.212,0,claude
612.5,54.9,0,0.0984,1,59.5,0.621,0.594,567.4,4.014,0,mistral
2597.2,513.0,9,0.331,7,1518.1,2.903,0.754,7320.6,3.966,1,human
192.1,52.3,1,0.2055,1,159.4,0.033,0.209,532.0,4.153,0,claude
196.5,92.6,0,0.0761,2,107.6,0.083,0.187,483.1,3.972,0,claude
254.7,91.3,1,0.0476,2,90.3,0.716,0.356,497.4,4.082,0,claude
3188.0,479.7,8,0.0436,10,3987.8,2.395,0.807,8610.8,4.437,1,human
1708.6,231.0,7,0.1869,10,1987.6,2.186,0.632,6232.1,4.079,1,human
347.6,76.2,1,0.1011,0,76.6,1.532,0.394,389.4,3.878,0,llama
3275.0,260.1,17,0.4355,6,1293.1,2.003,0.684,3952.1,3.391,1,human
3797.8,524.8,2,0.2319,9,932.2,1.723,0.813,6539.6,4.015,1,human
10387.9,498.7,8,0.2862,8,1560.4,3.054,0.588,5927.7,4.015,1,human
8739.2,1023.1,6,0.2883,6,1515.5,1.898,0.722,4322.2,3.695,1,human
4527.0,253.8,8,0.5227,8,1550.5,2.477,0.862,15935.7,4.741,1,human
1968.3,333.5,5,0.3507,6,2773.7,2.296,0.673,4614.4,3.576,1,human
770.2,40.6,0,0.3853,2,189.4,0.542,0.28,524.0,4.584,0,gemini
2483.8,161.5,12,0.5303,10,546.9,3.189,0.834,8408.2,2.96,1,human
3359.4,663.6,4,0.4387,5,1298.1,2.445,0.853,8677.3,3.808,1,human
1169.3,468.3,6,0.256,10,2872.3,3.337,0.81,7975.2,4.211,1,human
328.6,42.6,1,0.0327,2,104.6,0.305,0.156,389.7,4.275,0,mistral
1990.7,238.2,6,0.469,7,1374.2,3.148,0.783,7423.9,3.769,1,human
5024.8,692.9,1,0.172,8,459.5,2.441,0.798,7986.3,3.369,1,human
257.9,60.0,2,0.0881,0,125.9,0.447,0.109,562.2,3.948,0,llama
541.7,101.3,1,0.0657,2,205.9,0.819,0.12,414.0,4.774,0,mistral
5587.4,1632.6,5,0.4464,5,1276.6,1.893,0.448,9174.8,4.847,1,human
241.1,60.0,0,0.0257,0,35.6,0.977,0.053,613.3,4.184,0,claude
2824.7,652.7,7,0.1944,4,640.6,3.168,0.777,5162.1,3.73,1,human
405.9,63.6,0,0.0707,1,143.9,0.474,0.426,300.0,4.455,0,gemini
3738.6,577.1,9,0.2547,12,1516.0,3.346,0.646,5155.4,3.404,1,human
3037.7,292.4,18,0.3261,5,611.7,2.871,0.784,15543.3,3.835,1,human
224.0,78.4,0,0.0045,1,86.9,1.41,0.256,560.0,4.523,0,claude
2433.3,810.6,3,0.1207,12,634.1,2.896,0.691,4420.0,2.349,1,human
2159.6,564.0,9,0.2995,8,2800.7,3.299,0.88,7673.0,2.981,1,human
345.1,89.9,2,0.2115,1,79.2,1.41,0.39,448.5,4.572,0,mistral
291.1,63.9,0,0.0668,0,160.0,0.504,0.074,646.0,4.233,0,gpt4
842.9,83.8,1,0.046,0,188.3,1.125,0.238,465.8,4.339,0,gemini
5671.1,738.3,2,0.0934,4,2213.4,2.353,0.438,5981.8,3.599,1,human
15679.1,428.6,9,0.2297,11,2941.0,2.856,0.414,8670.7,3.988,1,human
3578.5,324.2,11,0.1202,9,1777.1,2.63,0.728,4970.9,4.656,1,human
418.6,78.2,0,0.0926,2,204.0,1.566,0.406,414.8,4.503,0,gpt4
5280.0,642.6,0,0.133,7,693.4,3.314,0.802,7863.3,4.408,1,human
368.7,59.4,1,0.4536,1,215.4,0.507,0.211,300.0,4.489,0,gpt4
4162.1,651.6,18,0.2986,8,1232.5,2.262,0.733,11577.3,3.254,1,human
3986.8,644.0,6,0.3866,7,1068.3,2.428,0.792,5399.6,3.945,1,human
1717.6,350.8,2,0.1418,12,3998.7,2.319,0.744,6567.2,4.546,1,human
390.0,48.1,1,0.0642,1,103.0,0.388,0.386,511.9,3.914,0,gemini
384.4,33.2,1,0.0476,0,130.3,0.964,0.082,409.9,4.304,0,llama
3913.6,631.2,7,0.4183,7,978.9,1.656,0.613,7148.4,3.884,1,human
230.6,93.8,1,0.0219,0,94.0,1.064,0.333,623.3,3.928,0,gemini
2667.5,427.1,5,0.2451,10,1316.0,1.623,0.725,6612.4,4.354,1,human
1451.5,1027.8,4,0.3374,9,1223.3,2.863,0.727,4370.7,3.62,1,human
336.1,92.6,0,0.0115,0,270.2,1.439,0.099,486.2,4.359,0,gpt4
3574.5,1313.6,6,0.4171,7,894.0,2.91,0.809,6191.9,3.908,1,human
6815.1,1060.2,14,0.2255,13,1221.1,2.979,0.644,10559.3,3.129,1,human
429.7,58.3,4,0.259,0,96.8,0.598,0.396,308.7,4.542,0,mistral
208.3,86.4,2,0.1994,0,200.1,1.752,0.385,562.5,4.483,0,mistral
3415.8,560.8,1,0.4238,7,570.7,2.999,0.671,4949.4,3.583,1,human
256.8,61.1,1,0.0802,2,258.5,0.385,0.167,418.3,4.471,0,gpt4
4821.4,468.4,7,0.1616,12,5039.8,2.629,0.769,4751.4,3.626,1,human
221.3,69.0,0,0.0718,1,187.7,0.62,0.325,441.1,4.117,0,claude
11690.3,333.6,4,0.1601,6,2467.4,3.244,0.729,12147.2,3.163,1,human
4736.6,324.7,7,0.154,12,295.8,3.253,0.777,5408.9,3.415,1,human
3131.0,513.1,8,0.3126,7,1165.8,2.639,0.728,8643.3,4.124,1,human
8528.6,246.2,3,0.2376,12,251.8,2.489,0.513,4141.7,3.609,1,human
352.7,105.4,0,0.0325,1,304.9,0.169,0.417,715.4,4.514,0,mistral
4519.4,960.1,6,0.2371,6,1212.1,3.094,0.94,6139.4,4.093,1,human
6069.0,1066.4,5,0.2776,9,2561.3,3.468,0.821,5973.0,3.475,1,human
323.3,94.6,4,0.1056,1,209.4,0.765,0.174,528.0,4.553,0,mistral
331.0,44.8,2,0.1568,1,189.1,0.579,0.239,665.4,4.603,0,gpt4
4765.9,1117.1,16,0.3483,9,411.7,2.56,0.754,6248.0,3.799,1,human
4833.4,440.6,6,0.4001,10,1180.6,3.108,0.864,5403.9,3.449,1,human
1989.8,2123.9,11,0.3684,4,2525.8,2.74,0.739,7222.3,4.523,1,human
2634.9,516.1,15,0.2686,9,1930.0,3.163,0.975,6637.8,3.741,1,human
1962.7,316.0,5,0.4867,5,261.0,2.574,0.616,11477.3,3.77,1,human
1461.8,1098.9,17,0.2918,10,1226.1,2.91,0.866,7038.8,4.404,1,human
2343.1,319.8,7,0.0945,5,2948.0,2.6,0.913,8664.2,4.76,1,human
198.3,83.0,0,0.2003,0,195.8,0.931,0.199,485.4,3.738,0,mistral
3260.1,592.8,10,0.328,7,1890.8,3.751,0.704,7514.3,3.343,1,human
2243.2,544.9,13,0.228,6,837.9,2.045,0.952,6291.0,3.814,1,human
4174.1,1137.9,5,0.1218,5,2349.5,1.694,0.769,6339.5,3.62,1,human
486.1,48.3,3,0.1384,0,78.2,1.616,0.367,490.7,4.745,0,llama
592.7,72.3,0,0.3776,1,138.1,1.148,0.127,300.0,4.155,0,gpt4
316.8,114.9,1,0.0203,1,104.9,0.142,0.156,789.7,4.63,0,gpt4
3570.7,616.0,12,0.6279,5,378.8,2.209,0.931,12547.1,3.5,1,human
3250.5,310.0,12,0.1822,7,1095.5,3.19,0.498,4847.5,4.154,1,human
372.7,70.2,1,0.0286,1,120.1,0.708,0.212,445.6,4.281,0,gemini
281.2,75.1,2,0.0039,3,128.7,1.606,0.427,537.7,4.206,0,mistral
276.0,61.9,0,0.0091,2,93.1,1.394,0.159,443.6,4.498,0,claude
2452.2,326.8,11,0.4009,10,286.6,2.872,0.515,9030.1,4.102,1,human
358.9,42.4,2,0.2896,1,108.6,0.15,0.414,803.6,3.974,0,gpt4
3954.6,529.3,0,0.2452,8,1538.5,1.576,0.639,6751.1,3.208,1,human
7970.0,571.5,5,0.7161,9,1421.8,3.379,0.782,8974.9,2.539,1,human
1602.9,320.2,8,0.362,7,4021.5,3.395,0.751,7589.7,3.196,1,human
378.8,51.6,1,0.0957,0,140.1,1.164,0.379,432.3,4.21,0,gemini
3447.5,334.5,7,0.1573,11,1678.4,2.364,0.582,5906.8,3.303,1,human
7925.3,703.1,6,0.1624,16,550.0,2.176,0.588,2927.1,3.379,1,human
243.3,57.7,1,0.042,2,100.3,0.529,0.178,690.2,4.652,0,gpt4
232.4,22.3,2,0.146,2,131.8,0.598,0.169,450.7,4.451,0,gpt4
5860.4,1489.4,13,0.5219,5,2092.5,1.092,0.758,6843.4,3.893,1,human
4052.0,190.0,7,0.1561,9,321.5,2.858,0.753,3959.4,3.649,1,human
495.1,47.3,0,0.2649,1,263.3,1.228,0.225,941.1,4.309,0,gemini
339.5,77.9,1,0.1159,1,63.6,1.019,0.223,811.4,4.042,0,gemini
4924.7,316.6,20,0.0509,9,5892.9,3.186,0.704,3847.5,3.827,1,human
1759.1,533.6,6,0.2667,5,189.0,2.059,0.924,6047.7,3.573,1,human
2733.9,837.5,12,0.0983,13,1060.6,2.273,0.471,4636.0,4.093,1,human
3229.2,367.9,4,0.452,5,3147.9,3.002,0.671,5381.7,3.912,1,human
4144.8,283.1,11,0.3598,9,2153.1,3.411,0.913,5880.5,3.225,1,human
236.9,81.3,1,0.0538,1,123.1,0.527,0.238,627.2,3.894,0,gpt4
205.6,36.3,0,0.1798,0,197.7,0.482,0.383,423.0,3.981,0,gpt4
3196.1,435.4,8,0.2479,10,2154.8,3.143,0.626,7394.6,3.984,1,human
3616.6,548.9,8,0.1545,8,2781.6,2.465,0.722,7267.0,3.4,1,human
420.6,65.4,1,0.195,3,56.9,0.117,0.367,348.6,4.212,0,gpt4
4878.8,234.6,8,0.2466,7,630.1,1.547,0.736,8308.9,2.803,1,human
3390.2,304.2,8,0.2918,2,1851.2,2.913,0.467,3667.5,5.209,1,human
3579.3,252.2,0,0.4534,12,4812.4,2.731,0.586,5086.5,4.195,1,human
4500.5,262.2,10,0.329,5,1134.8,1.567,0.569,4374.1,3.652,1,human
9304.2,612.7,5,0.2921,4,2243.6,2.783,0.63,6132.6,3.583,1,human
2868.5,472.3,1,0.6541,10,2669.0,2.282,0.736,10829.1,3.658,1,human
2411.0,294.9,4,0.5971,7,1070.8,2.642,0.633,4880.2,4.144,1,human
713.4,64.4,2,0.0488,2,115.9,0.656,0.261,379.2,4.027,0,llama
3848.5,540.2,7,0.2245,5,1976.9,2.736,0.811,8401.6,4.257,1,human
497.8,86.4,3,0.0896,1,50.4,0.344,0.129,564.1,4.401,0,mistral
408.4,54.5,1,0.015,1,207.8,0.277,0.268,500.4,3.98,0,gpt4
332.6,92.1,1,0.0325,2,150.7,0.526,0.218,581.8,4.723,0,gpt4
362.8,54.3,0,0.1036,0,127.4,1.404,0.293,374.2,4.142,0,gemini
7184.4,901.5,10,0.3331,7,734.1,2.97,0.641,4357.0,3.465,1,human
3982.0,320.5,4,0.1785,8,2341.6,3.431,0.966,3514.8,3.943,1,human
4545.3,436.0,10,0.5812,6,3439.9,2.639,0.825,6787.4,4.127,1,human
333.2,57.6,1,0.0504,1,333.8,0.41,0.223,417.8,4.157,0,claude
6043.6,157.0,3,0.3156,11,1708.1,2.956,0.883,4066.5,4.866,1,human
4668.0,273.1,15,0.0696,9,2819.3,2.184,0.926,3931.2,2.476,1,human
5396.1,437.1,13,0.1055,12,544.5,1.65,0.648,6529.3,3.755,1,human
551.9,72.3,1,0.1894,1,61.4,2.437,0.278,348.2,4.406,0,llama
6091.8,463.4,12,0.538,7,1739.1,1.844,0.737,9174.8,3.829,1,human
2152.6,633.9,6,0.1483,13,1062.2,3.367,0.624,11404.0,3.886,1,human
2817.4,303.0,8,0.2568,9,1415.3,3.071,0.753,5368.8,3.521,1,human
4731.7,782.9,7,0.367,10,1309.2,3.072,0.838,12607.9,4.516,1,human
235.7,69.7,0,0.0234,2,115.1,0.431,0.224,395.1,3.926,0,claude
4061.1,414.6,4,0.4081,9,1680.3,1.796,0.93,5339.8,3.052,1,human
314.1,43.7,1,0.037,1,90.0,0.948,0.128,530.7,4.253,0,gpt4
259.7,52.5,0,0.0124,4,133.6,1.095,0.424,416.0,3.846,0,gpt4
3714.6,410.0,5,0.2867,6,876.4,1.531,0.875,3215.8,3.496,1,human
218.5,44.6,0,0.3218,2,123.5,0.618,0.057,361.4,4.327,0,mistral
1801.3,845.6,8,0.2088,7,543.0,3.149,0.557,5836.0,3.689,1,human
3506.9,218.6,12,0.0909,10,504.7,2.128,0.602,4948.7,3.513,1,human
2314.0,686.3,9,0.2902,8,1270.8,3.325,0.88,6177.8,3.798,1,human
7471.9,268.2,12,0.3882,6,939.3,3.356,0.774,10576.1,3.767,1,human
387.3,74.2,1,0.0256,1,82.7,0.995,0.118,425.0,3.933,0,claude
279.5,97.3,1,0.2399,1,89.4,0.197,0.108,682.3,4.389,0,claude
4223.8,433.5,5,0.1942,4,2808.8,2.406,0.738,4527.9,3.967,1,human
1985.9,1322.8,11,0.5537,1,2019.5,1.995,0.752,6437.4,3.589,1,human
2184.0,403.3,7,0.3664,8,1477.6,3.12,0.854,8425.9,4.258,1,human
2185.5,852.8,7,0.2728,9,1742.8,1.979,0.607,4685.2,3.706,1,human
369.9,52.5,0,0.1224,3,98.1,0.599,0.531,570.1,3.907,0,gpt4
3154.0,215.8,13,0.0131,11,1140.8,3.22,0.97,5881.1,3.024,1,human
322.7,54.1,1,0.2771,1,89.5,1.585,0.088,468.0,3.71,0,gpt4
658.3,97.1,0,0.5017,0,141.5,0.704,0.153,446.7,4.12,0,llama
3747.4,1722.4,4,0.7232,3,1230.3,2.584,0.511,4302.8,4.458,1,human
257.8,81.9,3,0.0553,1,86.4,0.655,0.283,854.9,4.969,0,gpt4
391.0,41.7,2,0.1536,2,104.6,0.76,0.118,385.2,4.468,0,gpt4
3320.0,604.7,2,0.048,8,536.6,1.74,0.321,5861.3,4.173,1,human
454.8,113.2,0,0.3376,3,163.2,0.35,0.425,444.7,4.443,0,gpt4
956.0,56.7,0,0.0826,3,102.7,0.309,0.037,422.1,4.238,0,llama
265.5,53.1,0,0.0005,1,135.1,0.419,0.116,445.6,3.888,0,claude
2071.2,427.5,10,0.0831,6,669.5,1.604,0.773,6121.3,4.106,1,human
6085.1,178.8,14,0.3688,10,2075.8,1.543,0.751,9621.2,4.225,1,human
3404.1,376.7,9,0.0999,7,1664.3,1.87,0.821,6861.0,4.117,1,human
254.9,57.0,0,0.4248,1,84.7,0.96,0.149,514.2,4.183,0,gpt4
598.2,77.9,4,0.1082,0,273.1,0.651,0.055,418.3,4.096,0,llama
244.9,81.3,1,0.1106,0,234.1,0.458,0.161,481.3,4.243,0,gemini
266.4,57.9,1,0.1607,1,122.9,0.31,0.235,404.0,4.731,0,gpt4
590.0,53.6,1,0.212,0,102.4,1.304,0.144,758.1,4.373,0,mistral
6253.0,1184.5,3,0.5603,15,1695.7,2.796,0.556,4311.5,3.882,1,human
4658.9,500.0,7,0.266,9,2103.4,1.389,0.875,5610.0,3.229,1,human
2111.2,454.5,7,0.2125,7,1113.5,3.061,0.78,4701.3,3.551,1,human
3958.5,586.1,5,0.0542,3,798.1,2.523,0.859,4487.3,4.24,1,human
483.2,67.4,0,0.0631,1,138.3,0.425,0.223,502.3,3.916,0,gpt4
5400.0,185.2,7,0.2234,6,1193.3,3.23,0.704,6063.0,4.123,1,human
3116.3,393.2,6,0.3251,10,3495.5,1.491,0.834,2633.4,3.163,1,human
417.1,43.4,0,0.0128,0,132.6,0.292,0.162,450.2,4.62,0,mistral
5747.4,528.2,5,0.3067,4,740.6,1.995,0.761,11900.8,3.452,1,human
442.6,70.5,0,0.1246,1,118.4,0.949,0.137,548.8,4.341,0,gemini
195.4,61.3,0,0.1932,1,191.3,0.565,0.007,335.9,4.333,0,claude
3375.3,398.5,7,0.5033,11,1694.4,2.742,0.759,10955.2,3.481,1,human
413.8,55.0,2,0.0545,3,131.8,1.129,0.349,594.5,4.441,0,mistral
6731.7,510.2,9,0.3852,8,2189.5,2.376,0.462,11940.4,2.692,1,human
651.4,62.4,0,0.0445,1,78.3,0.167,0.285,425.2,4.09,0,gpt4
4708.5,1290.1,3,0.1635,11,1531.0,2.792,0.818,4046.9,4.704,1,human
3031.6,509.9,20,0.2075,3,2483.1,1.461,0.605,8682.7,3.619,1,human
2672.8,466.9,10,0.2959,5,2427.4,3.703,0.554,8456.3,4.548,1,human
3158.6,564.6,10,0.3089,10,2364.3,3.376,0.601,4170.7,3.81,1,human
675.4,53.6,1,0.0755,2,122.3,1.468,0.608,590.1,4.602,0,gemini
236.3,60.0,0,0.1284,0,83.1,0.421,0.191,472.7,4.023,0,mistral
3218.7,206.8,5,0.2848,13,1831.6,3.138,0.893,6185.5,4.268,1,human
4678.7,353.3,3,0.5705,13,1336.8,3.41,0.536,8031.5,3.757,1,human
895.6,57.0,1,0.1304,2,115.0,0.78,0.386,443.2,4.417,0,mistral
198.0,38.0,1,0.0161,1,77.9,1.019,0.459,707.9,4.245,0,claude
2732.9,321.3,13,0.2884,5,2155.6,2.519,0.834,6963.3,2.589,1,human
5501.8,319.5,9,0.2868,10,592.6,2.491,0.482,6459.4,4.488,1,human
3040.9,565.4,11,0.3752,8,620.0,1.154,0.828,8406.9,4.317,1,human
2395.6,455.1,7,0.1383,14,2413.1,2.925,0.667,4259.0,3.671,1,human
2809.5,772.6,4,0.1247,8,683.4,2.367,0.557,5194.3,3.471,1,human
238.5,80.3,1,0.1055,0,218.6,1.687,0.299,687.0,4.211,0,llama
4466.8,735.4,9,0.2035,7,1915.9,2.96,0.858,8621.7,3.472,1,human
5212.6,1124.7,11,0.1383,11,3370.7,2.881,0.62,8118.6,3.959,1,human
188.5,66.7,1,0.2151,1,82.3,0.393,0.096,498.7,4.112,0,llama
377.1,76.9,2,0.0146,1,111.3,0.615,0.244,1177.1,4.684,0,gemini
2468.1,259.2,5,0.2612,8,1221.8,2.478,0.311,5902.0,4.318,1,human
8313.0,654.1,10,0.2435,14,1881.4,3.128,0.746,8474.9,3.675,1,human
2807.6,838.7,6,0.113,3,1931.8,1.311,0.89,6136.0,3.067,1,human
5368.4,457.7,3,0.3578,8,1072.1,3.092,0.429,9258.1,3.365,1,human
5099.6,697.7,5,0.3136,7,1627.7,2.061,0.843,6659.1,3.98,1,human
866.6,78.6,2,0.2069,1,48.4,0.283,0.361,500.0,4.272,0,llama
2676.0,240.8,4,0.177,6,1863.8,2.087,0.859,8292.4,3.816,1,human
2425.0,436.6,7,0.0879,6,954.3,2.175,0.673,2344.4,4.38,1,human
3924.1,466.7,17,0.5509,8,1253.9,2.809,0.794,4036.5,2.742,1,human
4778.2,453.5,5,0.4286,7,511.7,2.501,0.856,6884.5,3.282,1,human
6174.6,752.6,11,0.4015,9,1121.6,3.159,0.668,6860.4,3.185,1,human
5369.7,773.9,8,0.3829,11,3662.9,2.541,0.689,5992.3,3.63,1,human
5870.5,190.9,7,0.1199,4,901.8,2.921,0.627,4487.7,4.083,1,human
4442.8,367.4,17,0.4326,6,757.3,2.322,0.847,8206.5,4.09,1,human
345.7,74.5,2,0.2008,2,79.2,1.696,0.15,568.6,4.15,0,gemini
209.1,114.4,0,0.01,0,128.5,0.914,0.066,478.0,3.801,0,gpt4
205.8,146.6,4,0.1011,0,160.2,0.308,0.348,510.2,4.225,0,gemini
